0.762829	0.236853	0.000318647	0.689507	0.0268218	0.000417717	0.0033401	0.999582	0.0865009	0.000318647	0.343681	3.7898	0.00680702	64.6903
0.755272	0.244385	0.000342965	0.676428	0.0281249	0.000454095	0.00346901	0.999546	0.0870422	0.000342965	0.304763	3.7898	0.00724736	92.7725
0.75376	0.245947	0.000293027	0.673707	0.0284981	0.000388754	0.00331171	0.999611	0.087443	0.000293027	0.281683	3.7898	0.00669311	117.496
0.703406	0.295822	0.00077219	0.579444	0.0244422	0.00109779	0.0031679	0.998902	0.0582708	0.00077219	0.425028	3.793	0.00769657	34.202
0.701803	0.297536	0.000660895	0.57604	0.0237915	0.00094171	0.00290642	0.999058	0.0562422	0.000660895	0.397918	3.78888	0.0065565	41.6795
0.696643	0.302673	0.000683402	0.565526	0.0238059	0.000980993	0.0028791	0.999019	0.0549166	0.000683402	0.374203	3.78888	0.00651484	50.1165
0.696816	0.302487	0.000697362	0.565902	0.0238708	0.00100078	0.00290877	0.998999	0.0551165	0.000697362	0.383129	3.78888	0.00661113	46.6949
0.697518	0.300827	0.00165565	0.568718	0.0245615	0.00237364	0.00402567	0.997626	0.0572653	0.00165565	0.335518	3.78888	0.0104627	69.5275
0.681286	0.31776	0.000953561	0.533588	0.0264625	0.00139965	0.00336325	0.9986	0.0569072	0.000953561	0.299815	3.798	0.00947179	97.442
0.754609	0.245009	0.000381882	0.675317	0.0284648	0.000506067	0.00362913	0.999494	0.0878062	0.000381882	0.310306	3.7898	0.00781617	87.8891
0.7572	0.242508	0.000291896	0.679731	0.0282575	0.000385493	0.00333066	0.999614	0.0883369	0.000291896	0.343968	3.7898	0.00687038	64.5284
0.763074	0.236624	0.000302265	0.689907	0.0277784	0.000396114	0.00340232	0.999604	0.0896955	0.000302265	0.404717	3.7898	0.00723957	39.6141
0.679311	0.319944	0.000745399	0.529017	0.0266644	0.00109729	0.0030935	0.998903	0.0567465	0.000745399	0.366875	3.792	0.00754662	53.18
0.687682	0.311626	0.000691243	0.546845	0.0244102	0.00100518	0.00285654	0.998995	0.0539871	0.000691243	0.340903	3.78888	0.00650215	66.2844
0.685066	0.314228	0.000705745	0.541318	0.0242189	0.00103018	0.00282376	0.99897	0.0529199	0.000705745	0.323522	3.78888	0.00655036	77.5518
0.680221	0.318955	0.000823775	0.5311	0.024442	0.00121104	0.0029438	0.998789	0.0522612	0.000823775	0.310523	3.78888	0.00696298	87.7046
0.697123	0.302363	0.000514312	0.56627	0.0241616	0.000737765	0.00266072	0.999262	0.0558013	0.000514312	0.295689	3.78888	0.007215	101.578
0.685023	0.314373	0.000603618	0.541076	0.0258748	0.000881165	0.0028616	0.999119	0.05649	0.000603618	0.294343	3.78888	0.00786167	102.978
0.84214	0.157557	0.000302899	0.812909	0.0187309	0.000359678	0.00343596	0.99964	0.100309	0.000302899	0.834938	3.792	0.00825098	4.51171
0.736616	0.263158	0.000225811	0.642748	0.0352031	0.000306552	0.00347573	0.999693	0.098623	0.000225811	0.382648	3.78167	0.0048842	46.8711
0.656413	0.34278	0.000807857	0.477799	0.0296121	0.00123072	0.00321982	0.998769	0.0568402	0.000807857	0.336751	3.796	0.00819061	68.7665
0.673583	0.325701	0.00071641	0.516465	0.0251935	0.00106358	0.00281799	0.998936	0.0522175	0.00071641	0.288255	3.78888	0.00650215	109.641
0.67323	0.326017	0.000753343	0.515743	0.0247698	0.001119	0.00281395	0.998881	0.0512686	0.000753343	0.272616	3.78888	0.00670682	129.614
0.67057	0.328648	0.000781299	0.509897	0.0247336	0.00116513	0.00281426	0.998835	0.0505863	0.000781299	0.260247	3.78888	0.00666607	148.987
0.704594	0.294695	0.000711298	0.581752	0.0225007	0.00100952	0.00285058	0.99899	0.0539276	0.000711298	0.24971	3.78888	0.00758492	168.654
0.696626	0.302841	0.0005331	0.565275	0.0233577	0.000765259	0.0025981	0.999235	0.0538247	0.0005331	0.225204	3.78888	0.00718267	229.919
0.684136	0.31523	0.000633976	0.539229	0.0248487	0.000926681	0.00278381	0.999073	0.0540371	0.000633976	0.181292	3.78888	0.00753514	440.729
0.64911	0.350352	0.000538192	0.460258	0.0310681	0.000829123	0.0028623	0.999171	0.0576495	0.000538192	0.210941	3.78888	0.00762593	279.785
0.788909	0.21076	0.000331414	0.732847	0.0201879	0.000420092	0.00288012	0.99958	0.0756859	0.000331414	0.203149	3.78677	0.00651839	313.225
0.827761	0.171939	0.000300032	0.792285	0.0192897	0.000362462	0.0032516	0.999638	0.0930282	0.000300032	0.656753	3.7898	0.00757722	9.27039
0.823649	0.176071	0.00028	0.78623	0.0194861	0.00033995	0.0031381	0.99966	0.0912999	0.00028	0.609594	3.7898	0.00693572	11.5927
0.958029	0.0418961	7.50439e-005	0.956268	0.0134631	7.83316e-005	0.00445401	0.999922	0.30841	7.50439e-005	2.83393	3.7805	0.00701548	0.115381
0.652774	0.346567	0.000658991	0.469086	0.0298307	0.00100952	0.00298499	0.998991	0.0562945	0.000658991	0.323881	3.78888	0.0066795	77.2945
0.638643	0.360604	0.000753281	0.435359	0.030454	0.0011795	0.00301436	0.99882	0.0540481	0.000753281	0.268296	3.791	0.00740478	135.975
0.651563	0.347529	0.000908293	0.466623	0.0274146	0.00139402	0.00304188	0.998606	0.051533	0.000908293	0.239612	3.78888	0.00686532	190.889
0.657452	0.341435	0.00111293	0.480669	0.0262643	0.00169279	0.0031956	0.998307	0.0507388	0.00111293	0.23306	3.78888	0.00746652	207.443
0.661937	0.337212	0.000851244	0.490568	0.0253518	0.00128599	0.00286822	0.998714	0.0498908	0.000851244	0.223549	3.78888	0.00675454	235.065
0.662023	0.33712	0.000856567	0.490773	0.0250396	0.00129386	0.00283984	0.998706	0.049297	0.000856567	0.213918	3.78888	0.00682748	268.263
0.656419	0.342615	0.000966031	0.478055	0.0255559	0.00147167	0.00295179	0.998528	0.0491012	0.000966031	0.206258	3.78888	0.00732809	299.275
0.7038	0.295542	0.00065706	0.580076	0.0221417	0.000933588	0.00272207	0.999066	0.0528455	0.00065706	0.197136	3.78888	0.00749078	342.77
0.690485	0.30876	0.000755045	0.552836	0.0238666	0.0010935	0.00291051	0.998906	0.053504	0.000755045	0.159897	3.78888	0.00785582	642.363
0.688692	0.310728	0.000579858	0.548813	0.024236	0.00084197	0.00268427	0.999158	0.0538167	0.000579858	0.13967	3.78888	0.00726041	963.822
0.819793	0.179906	0.000301253	0.780547	0.0196882	0.000367475	0.00318288	0.999632	0.0898656	0.000301253	0.567732	3.7898	0.00669265	14.3507
0.80062	0.198772	0.00060752	0.751727	0.0205171	0.000758812	0.0038045	0.999241	0.0828928	0.00060752	0.252273	3.7898	0.0086511	163.565
0.957142	0.0427768	8.11313e-005	0.955308	0.0133916	8.47641e-005	0.00447937	0.999915	0.30021	8.11313e-005	2.62533	3.7805	0.00702766	0.145129
0.636296	0.362982	0.0007225	0.42954	0.0294744	0.00113548	0.00285022	0.998864	0.0517708	0.0007225	0.219924	3.78888	0.00674508	246.879
0.648109	0.350541	0.00134999	0.459132	0.0270264	0.00208297	0.00338283	0.997917	0.0501619	0.00134999	0.202933	3.78888	0.0080346	314.228
0.654516	0.343739	0.00174497	0.47482	0.0257537	0.00266604	0.003609	0.997334	0.0492881	0.00174497	0.19389	3.78888	0.00908454	360.28
0.655843	0.343031	0.00112593	0.476961	0.0252636	0.00171677	0.00306622	0.998283	0.0484606	0.00112593	0.17546	3.78888	0.00758372	486.148
0.652994	0.345922	0.00108454	0.470252	0.0254934	0.00166087	0.00302064	0.998339	0.0482749	0.00108454	0.166215	3.78888	0.00758521	571.862
0.708607	0.29081	0.000582798	0.589604	0.0213526	0.000822455	0.00257215	0.999178	0.0521338	0.000582798	0.152838	3.78888	0.00727131	735.542
0.703891	0.295497	0.000611763	0.580195	0.0220045	0.000869117	0.00264187	0.999131	0.0525247	0.000611763	0.140349	3.78888	0.00733707	949.901
0.699174	0.300124	0.000701697	0.570744	0.0230922	0.00100361	0.00284738	0.998996	0.0539221	0.000701697	0.156032	3.78888	0.00749246	691.291
0.806672	0.192955	0.000373533	0.760802	0.0195428	0.000463055	0.00317125	0.999537	0.0818596	0.000373533	0.214569	3.7898	0.00712327	265.831
0.807736	0.191953	0.000311148	0.762357	0.0195008	0.00038521	0.00299209	0.999615	0.0821921	0.000311148	0.239874	3.7898	0.00668712	190.263
0.956725	0.043175	0.000100106	0.954872	0.0132577	0.000104634	0.00472634	0.999895	0.294464	0.000100106	2.47641	3.7805	0.00722774	0.172917
0.624356	0.374913	0.000731057	0.39952	0.030652	0.0011709	0.00283952	0.998829	0.0511455	0.000731057	0.182656	3.78888	0.00653584	430.923
0.632426	0.366567	0.00100716	0.420379	0.0287807	0.00159254	0.003066	0.998407	0.0497911	0.00100716	0.156022	3.78888	0.00702659	691.428
0.639171	0.358871	0.00195764	0.438537	0.0273352	0.00306278	0.00374863	0.996937	0.0489527	0.00195764	0.139545	3.78888	0.00941151	966.409
0.65107	0.348146	0.000784044	0.465271	0.0255426	0.00120424	0.00269167	0.998796	0.0478753	0.000784044	0.126424	3.78888	0.00655213	1299.63
